시군구,단지명,전용면적(㎡),거래금액(만원),층,건축년도,도로명
경기도 부천시 원미구 심곡동,수정홈타운,43.62,"19,500",5,2005,부천로86번길 42
충청북도 청주시 상당구 용암동,중흥마을마이빌아파트,59.9187,"14,500",8,2003,중흥로 148
충청북도 청주시 상당구 용암동,부영,50.49,"9,100",5,1996,월평로 243
충청북도 청주시 상당구 용암동,부영,50.49,"8,550",7,1996,월평로 243
충청북도 진천군 광혜원면 광혜원리,목화2,59.895,"8,000",13,1995,화랑길 75
충청북도 청주시 상당구 용암동,칸타빌더테라스2단지,84.9258,"47,000",21,2019,중고개로 104
충청북도 청주시 상당구 용암동,세원한아름,59.76,"12,000",5,1994,무농정로 90
경기도 광주시 고산동,금호,125.689,"42,000",12,2002,오포로909번길 32-7
경상남도 김해시 외동,성원,49.89,"11,000",13,1996,우암로 8
경상남도 김해시 외동,뜨란채,59.99,"13,500",6,1996,우암로 36
충청북도 청주시 상당구 용암동,덕성그린타운,49.975,"10,400",15,1995,용암로 3
충청북도 음성군 맹동면 동성리,엘에이치이노밸리,84.53,"21,000",17,2014,학예로 55
충청북도 음성군 대소면 태생리,대소한양2차,59.94,"7,300",1,1997,대화1길 58-12
경기도 광주시 태전동,성원5,134.935,"53,500",15,2002,태봉로 62
경기도 광주시 태전동,태전7지구C-14BL태전파크자이,72.9963,"50,000",4,2019,벼루개길42번길 36-5
경기도 부천시 오정구 고강동,인성,40.95,"16,100",2,1986,고리울로27번길 7
경기도 광주시 송정동,송정동현대아이파크,84.96,"39,000",14,2002,광주대로129번길 11-5
충청남도 천안시 동남구 청당동,행정타운두산위브더파크,84.994,"34,400",14,2018,청당3길 147
충청남도 천안시 동남구 청당동,청당서희스타힐스,74.9788,"35,500",11,2022,청당4로 45
경상남도 김해시 구산동,동원,49.915,"12,000",5,2001,구산로5번길 57
경상남도 김해시 구산동,구산4주공,49.62,"11,900",5,1999,가락로294번길 7
경기도 화성시 남양읍 남양리,남양우림,59.171,"17,600",7,2001,남양성지로 8-5
경기도 화성시 남양읍 남양리,화성남양시티프라디움3차아파트,82.1672,"42,300",14,2019,남양천로 17
경기도 화성시 향남읍 행정리,향남시범살구꽃마을풍림아이원,84.8578,"31,700",14,2008,행정동로 64
충청남도 천안시 동남구 용곡동,용곡1차세광엔리치타워,84.9742,"18,000",4,2005,풍세로 801-23
경기도 광명시 철산동,철산센트럴푸르지오,59.9897,"107,000",4,2021,오리로 835
경기도 광명시 철산동,도덕파크타운2단지,39.65,"41,000",6,2001,가림일로 101
경기도 광명시 하안동,주공3,41.3,"38,700",11,1989,안현로 34
충청남도 천안시 동남구 신부동,우방,59.83,"14,200",17,1995,중앙로 265-36
충청남도 천안시 동남구 신부동,우방,59.83,"14,200",17,1995,중앙로 265-36
충청남도 천안시 동남구 신부동,방죽안휴먼시아,51.69,"23,000",6,2009,천안천8길 45
충청남도 천안시 동남구 신부동,신부 디 이스트,74.95,"35,000",6,2018,신부8길 21
경기도 광명시 하안동,주공3,36.16,"35,000",6,1989,안현로 34
경기도 광명시 하안동,주공6,49.94,"51,000",11,1990,금당로 11
충청남도 천안시 동남구 목천읍 신계리,천안목천동우1차,39.95,"3,300",11,1997,신계1길 41
경기도 화성시 새솔동,송산그린시티6차NOBLELAND스타빌리지,84.9983,"61,000",7,2021,수노을1로 82
경기도 광명시 하안동,주공9,45.77,"35,000",1,1990,하안로 364
충청북도 청주시 흥덕구 옥산면 가락리,청주리버파크자이,77.271,"31,000",21,2019,오송가락로 1056
경상남도 진주시 정촌면 예하리,진주정촌대경파미르,84.9426,"29,200",2,2019,삼일로106번길 8
경상남도 진주시 문산읍 삼곡리,진주문산파란채,107.1575,"28,200",10,2010,월아산로1048번길 15
충청남도 천안시 서북구 두정동,대우그린,69.966,"17,800",22,1996,봉정로 365
충청남도 천안시 서북구 두정동,두정역효성해링턴플레이스,59.96,"31,000",13,2020,봉정로 324
경기도 광명시 소하동,광명삼익,84.98,"56,000",9,1998,하안로 172
경기도 화성시 영천동,동탄2신도시4차동원로얄듀크포레,59.0157,"46,400",31,2020,동탄첨단산업2로 88
충청북도 청주시 상당구 방서동,동남지구호반써밋브룩사이드,74.9713,"43,500",5,2023,동남로 2
경상남도 진주시 충무공동,진주혁신도시중흥에스-클래스더퍼스트,99.864,"76,900",17,2020,충의로 146
충청남도 천안시 서북구 성성동,천안레이크타운2차푸르지오,84.9077,"51,700",12,2018,성성9로 14
충청남도 천안시 서북구 성성동,천안레이크타운2차푸르지오,99.8471,"59,900",18,2018,성성9로 14
경기도 화성시 청계동,동탄역신안인스빌리베라2차,59.968,"63,800",8,2016,동탄청계로 303-13
경기도 화성시 청계동,동탄역신안인스빌리베라1차,84.9814,"67,500",13,2015,동탄순환대로21길 15
경기도 화성시 청계동,동탄역시범호반써밋,84.9537,"98,000",13,2015,동탄대로시범길 122
경기도 화성시 청계동,동탄역시범호반써밋,84.9909,"91,500",3,2015,동탄대로시범길 122
경기도 화성시 청계동,KCC스위첸아파트,84.11,"68,000",18,2015,동탄청계로 303-14
경기도 평택시 이충동,서정스마트빌듀오1차,24.31,"6,700",14,2016,정암로 42
충청남도 천안시 서북구 쌍용동,광명,59.93,"11,800",3,1993,미라2길 19
충청남도 천안시 서북구 쌍용동,해누리선경,59.796,"13,500",9,1996,충무로 158-10
경기도 화성시 반송동,시범한빛마을삼부르네상스,84.768,"64,000",19,2007,동탄반석로 207
충청북도 청주시 청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,"24,500",15,2016,2산단4로 45
경상남도 진주시 평거동,더퀸즈웰가,65.6733,"36,300",1,2015,새평거로 25
경상남도 진주시 평거동,국민주택,33.39,"4,800",2,1992,진양호로97번길 20
충청남도 천안시 서북구 불당동,불당호반베르디움TheFirst,99.9759,"75,000",10,2016,불당19로 200
경상남도 진주시 초전동,이지더원,84.9614,"50,800",13,2018,초장로 120
충청남도 천안시 서북구 성환읍 율금리,두진그린힐,38.6,"5,000",1,2001,율금1길 221-34
경상남도 김해시 주촌면 선지리,김해주촌일동미라주더네스트,69.8344,"28,400",2,2023,선지로 59
경상남도 진주시 상대동,상대한보타운,83.52,"22,600",4,2002,도동천로 120
충청남도 천안시 서북구 성거읍 저리,아느칸빌,39.06,"5,000",4,2004,성거길 181-1
경기도 화성시 능동,자연앤데시앙,84.94,"50,700",4,2008,동탄숲속로 68
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,84.96,"66,000",25,2008,동탄숲속로 96
경기도 화성시 능동,푸른마을두산위브,72.68,"37,000",17,2007,동탄공원로 21-40
경기도 평택시 동삭동,현대,84.98,"23,900",8,1992,동삭로 386
경상남도 김해시 주촌면 선지리,김해 센텀Q시티,67.9256,"27,600",7,2018,선지로 85
경상남도 진주시 주약동,현대,102.68,"32,500",6,2000,진주대로815번길 11
경상남도 창원시 진해구 용원동,진해녹산현대,84.97,"16,900",7,2000,안청북로 42
충청남도 공주시 신관동,주공5차,59.45,"17,800",2,2005,관골2길 24-29
경기도 화성시 병점동,신미주,84.789,"32,500",2,1999,효행로1156번길 22
경기도 화성시 병점동,병점역아이파크캐슬,75.94,"62,000",16,2021,병점노을로 31
경상남도 창원시 진해구 청안동,풍림,59.96,"10,600",14,1999,안청북로 39
충청남도 공주시 의당면 청룡리,세광엔리치빌,30.6438,"2,000",5,2000,연수원길 111
충청북도 청주시 흥덕구 강내면 월곡리,진흥1,49.88,"6,300",2,1988,가로수로 640-19
충청남도 보령시 동대동,현대아파트,59.8,"15,000",13,1997,동현로 46
경기도 김포시 양촌읍 양곡리,양곡 더숲,84.87,"30,500",4,2010,양곡3로 155
경기도 평택시 세교동,부영2,84.9842,"28,700",12,2000,세교공원로 33
충청남도 보령시 명천동,정은스카이빌,84.574,"23,000",4,2005,명천중앙길 20
경상남도 김해시 진영읍 여래리,장복(1단지),84.95,"9,000",10,1992,진영로 262-15
충청북도 청주시 흥덕구 강내면 월곡리,두진,58.77,"9,100",3,1991,탑연월곡길 86-5
경기도 평택시 용이동,신영평택비전지웰푸르지오,84.8005,"56,000",9,2019,용죽1로 33
충청남도 아산시 법곡동,법곡동KD아람채,45.0558,"14,300",17,2016,법곡길 10
경기도 김포시 구래동,메트로타워예미지,78.9809,"53,800",43,2021,솔터로 22
경기도 김포시 구래동,호반베르디움더레이크2차,70.9895,"42,000",2,2018,김포한강4로 471
경기도 평택시 죽백동,평택소사벌반도유보라아이비파크,84.8976,"33,700",7,2016,비전2로 317
경기도 평택시 죽백동,평택소사벌호반베르디움,84.255,"42,000",4,2018,비전3로 116
충청남도 아산시 용화동,모아미래도,84.98,"19,500",9,2005,온중로 6
경기도 김포시 풍무동,풍무센트럴푸르지오,84.9806,"70,000",28,2018,유현로 215
경상남도 창원시 마산회원구 내서읍 삼계리,대동이미지2단지,84.9274,"17,100",12,2003,광려로 29
충청남도 아산시 배미동,서진,39.6,"5,100",8,2000,서부북로 973
경상남도 창원시 마산회원구 회원동,서광2,65.7,"8,100",3,1985,회원남로 5
충청남도 아산시 배방읍 공수리,아산배방우방아이유쉘2차,78.1704,"33,800",15,2021,배방로 58-44
충청남도 아산시 배방읍 공수리,아산배방우방아이유쉘2차,61.7433,"27,900",20,2021,배방로 58-44
경기도 평택시 안중읍 현화리,동신행복마을,84.963,"18,000",11,2003,안현로서7길 88
경기도 평택시 포승읍 도곡리,평택스마트빌포레,24.09,"6,300",12,2017,여술1길 100
경기도 김포시 사우동,풍년마을(진흥),59.97,"31,500",8,1998,풍년로 19
경기도 김포시 감정동,김포한강신안실크밸리3차,84.8026,"41,800",1,2012,중봉로 1-1
충청북도 청주시 서원구 사창동,청주센트럴리슈빌DS,41.4279,"15,800",17,2023,1순환로 627
충청남도 아산시 탕정면 명암리,탕정삼성트라팰리스(1단지~3단지),108.86,"54,000",22,2009,탕정면로 37
경기도 김포시 운양동,풍경마을한강한라비발디,105.9775,"59,000",2,2013,김포한강11로255번길 149
경기도 김포시 운양동,한강신도시운양KCC스위첸,84.37,"48,000",21,2018,김포한강11로 37
충청북도 청주시 서원구 사창동,청주센트럴리슈빌DS,41.4279,"15,800",17,2023,1순환로 627
경기도 안성시 미양면 보체리,경동메르빌,58.6426,"10,000",10,2010,안성맞춤대로 475
충청남도 아산시 둔포면 석곡리,테크노밸리EGthe11단지,79.9897,"22,500",18,2015,아산밸리중앙로 50
충청남도 아산시 둔포면 석곡리,아산테크노밸리이지더원6단지,72.3669,"21,500",14,2017,아산밸리북로 68
충청남도 아산시 신창면 읍내리,경희학성,29.51,"4,100",14,1996,순천향로 49
경기도 안성시 공도읍 만정리,디자인시티블루밍,101.6499,"28,000",6,2010,공도로 142
충청남도 아산시 신창면 행목리,아산대주,59.94,"7,000",1,1994,행목로 152
경기도 동두천시 생연동,명품하우스,32.89,"5,800",10,2012,평화로 2418
경기도 동두천시 생연동,부영아파트(6단지),49.847,"10,000",12,2003,동두천로 171
충청북도 청주시 상당구 영운동,두산하이츠,22.93,"2,000",11,1992,단재로95번길 40
충청남도 아산시 신창면 남성리,샘마을,39.27,"4,050",10,2001,남성길 85
경기도 안성시 공도읍 용두리,주은풍림,49.77,"11,000",15,2002,서동대로 4079
경상남도 창원시 마산합포구 월영동,마린애시앙부영,84.9883,"37,800",16,2019,가포순환로 33
경상남도 창원시 마산합포구 월영동,마린애시앙부영,84.9463,"36,700",14,2019,가포순환로 33
경기도 안성시 중리동,동광,59.854,"11,000",11,2007,서운로 791-9
충청남도 서산시 동문동,주공,39.69,"6,700",2,1988,율지18로 24
경기도 안산시 상록구 본오동,신안1,62.4,"30,000",2,1993,반석로 44
경기도 안산시 상록구 성포동,예술인,73.71,"34,000",3,1985,화랑로 495
경상남도 창원시 마산합포구 교방동,창원푸르지오더플래티넘3단지,59.67,"31,500",21,2024,교방동18길 14
충청남도 서산시 대산읍 대산리,삼호,84.93,"5,000",5,1994,충의로 2061
충청북도 충주시 교현동,충일,44.82,"3,900",5,1986,만리산9길 54
충청남도 서산시 음암면 부산리,한성스위트빌,84.8905,"10,450",12,2001,서령로 325-23
충청남도 서산시 음암면 부산리,한성스위트빌,38.826,"4,750",2,2001,서령로 325-23
경기도 안산시 상록구 건건동,건건e-편한세상,59.9713,"40,000",9,2006,건건8길 10
충청남도 서산시 음암면 상홍리,우리마을,49.8,"4,000",2,2000,상홍2길 126-28
충청북도 청주시 흥덕구 오송읍 연제리,오송호반베르디움,84.8873,"36,200",17,2010,오송생명3로 111
경기도 이천시 부발읍 무촌리,그린,46.62,"3,500",5,1999,중부대로 1584-26
충청남도 논산시 내동,엘에이치리벤하임,74.77,"32,780",10,2014,대학로65번길 46
경기도 이천시 사음동,이천2차현진에버빌,76.157,"20,500",1,2006,경충대로2996번길 16
충청남도 논산시 강산동,부영,48.6,"8,300",6,1996,시민로307번길 28
경기도 양평군 용문면 다문리,용문역반도유보라아이비파크,59.996,"29,130",16,2023,두담길 10
경기도 안산시 단원구 고잔동,주공그린빌7,84.58,"54,500",2,2001,광덕2로 216
경상남도 창원시 성산구 용호동,용지더샵레이크파크,84.475,"97,000",8,2017,외동반림로 156
경기도 이천시 갈산동,큰산,84.838,"15,000",2,2000,갈산로133번길 22-15
경상남도 창원시 성산구 가음동,창원더샵센트럴파크2단지,59.7772,"50,800",14,2017,원이대로863번길 19
경상남도 창원시 성산구 가음동,창원더샵센트럴파크2단지,59.7772,"50,800",14,2017,원이대로863번길 19
충청남도 당진시 원당동,원당마을주공1단지,59.1,"16,500",9,2003,밤절로 103
경기도 안산시 단원구 초지동,그린빌18,39.8,"19,500",7,2001,초지2로 14
충청북도 청주시 흥덕구 오송읍 만수리,오송경남아너스빌,84.91,"37,000",15,2009,오송생명5로 201
충청남도 당진시 수청동,당진센트레빌르네블루1차,99.8911,"44,800",3,2023,수청중앙로 85
충청북도 청주시 서원구 모충동,청주모충LH트릴로채,84.85,"35,500",20,2021,쌍샘로 22
충청남도 당진시 송악읍 반촌리,반촌명지,48.6,"3,000",1,1995,반촌로 288-5
충청북도 청주시 청원구 율량동,목화2,45.76,"6,500",1,1994,율봉로167번길 65-21
충청남도 당진시 송악읍 가학리,당진송악e편한세상,84.972,"17,000",3,2010,반촌로 103
경기도 안산시 단원구 선부동,수정한양,155.155,"52,400",15,1992,선부광장북로 67
충청남도 당진시 신평면 거산리,단일(B단지),59.76,"6,000",1,1992,세정길 43
충청남도 금산군 금산읍 상리,삼호,59.98,"8,300",10,1997,비호산로 57
충청남도 홍성군 홍성읍 오관리,태영,84.98,"9,000",8,1992,문화로80번길 43
