시군구,단지명,전용면적(㎡),거래금액(만원),층,건축년도,도로명
경상북도 포항시 북구 양덕동,양덕2차e-편한세상,84.94,"22,500",26,2010,천마로90번길 11
경상북도 경산시 사동,사동2지구화성파크드림,120.3595,"38,000",12,2010,삼성현로91길 45
경기도 용인시 처인구 삼가동,우남퍼스트빌,84.8028,"34,500",1,2003,금학로 91
경기도 용인시 처인구 유방동,용인보평역서희스타힐스리버파크,59.9806,"39,000",4,2024,한터로 55-30
경기도 용인시 처인구 유방동,용인보평역서희스타힐스리버파크,59.9806,"39,000",4,2024,한터로 55-30
충청북도 제천시 신백동,화성2차아파트,45.6,"3,800",5,1992,의병대로36길 22
충청북도 제천시 신백동,덕일한마음1,59.94,"9,400",11,1996,탑안로4길 11
경기도 김포시 장기동,한강센트럴자이1단지,84.9751,"46,700",15,2017,태장로 845
충청남도 예산군 예산읍 산성리,서오1차,66.42,"8,100",5,1991,역전로 150-6
전라남도 광양시 황금동,광양한라비발디센트럴마크,84.9053,"33,181",21,2024,황금4로 54
경상북도 경산시 하양읍 금락리,경산하양롯데,84.89,"13,800",5,1999,대학로298길 20-9
경기도 과천시 갈현동,과천르센토데시앙,84.5769,"132,000",18,2023,과천대로8길 35
경상북도 경산시 하양읍 동서리,하양코아루,73.9533,"22,500",10,2016,하양로37길 17
경상북도 경산시 하양읍 동서리,하양2차코아루,75.9994,"21,300",27,2017,하양로37길 19
경기도 화성시 봉담읍 와우리,해오름마을봉담그대가1단지,84.9539,"30,000",10,2007,와우로73번길 22
경상남도 진주시 이현동,경남빌라나동(238-2),53.86,"3,700",1,1990,숙호산로 50
전라남도 광양시 황금동,광양한라비발디센트럴마크,84.9053,"32,597",8,2024,황금4로 54
경기도 양주시 옥정동,양주옥정신도시제일풍경채레이크시티2단지,84.903,"45,500",8,2023,옥정동로 190
경기도 양주시 옥정동,양주옥정신도시제일풍경채레이크시티2단지,84.903,"45,500",8,2023,옥정동로 190
경기도 양주시 옥정동,양주옥정신도시대방노블랜드더시그니처,73.4879,"61,500",25,2021,회천남로 54
경기도 화성시 영천동,동탄역센트럴상록아파트,59.98,"74,800",18,2017,동탄대로22길 9
경기도 여주시 현암동,e편한세상여주,84.7938,"27,350",9,2014,도예로 83-60
경기도 파주시 아동동,신안실크밸리2차(900-0),84.7631,"26,000",2,2010,시청로 85
경상남도 진주시 초전동,힐스테이트초전,84.9196,"48,900",26,2019,초북로 95
경기도 이천시 장호원읍 진암리,이천진암지구우방아이유쉘메가하이브,59.9915,"21,500",2,2023,서동대로 8908-41
경기도 동두천시 지행동,대방노블랜드(7단지),58.7,"17,000",5,2004,거북마루로 64
전라남도 나주시 남평읍 동사리,양우내안애리버시티,59.9139,"16,500",15,2018,지석로 167
경상남도 창원시 마산회원구 양덕동,메트로시티2단지,84.947,"60,000",18,2015,삼호로 80
충청남도 서산시 해미면 읍내리,이아에듀타운,59.9562,"22,710",2,2022,성지1로 76-15
충청남도 홍성군 홍북읍 신경리,내포신도시 경남아너스빌,84.71,"23,700",28,2016,청사로 15
경기도 양주시 옥정동,e편한세상옥정메트로포레,74.9891,"40,000",14,2020,옥정동로 10
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.9804,"41,500",13,2019,옥정서로1길 60
경기도 이천시 부발읍 아미리,현대7,59.76,"21,000",6,1999,신아로92번길 74-25
충청남도 서산시 성연면 왕정리,e편한세상서산테크노밸리,74.5253,"21,300",2,2018,성연4로 46
경상남도 창원시 성산구 반림동,노블파크,84.95,"57,500",10,2007,원이대로 449
경기도 시흥시 장현동,엘에이치트리플센텀,55.94,"44,200",16,2022,시청로 79
충청남도 서산시 성연면 일람리,서산테크노밸리고운라피네,67.2605,"17,000",16,2018,성연3로 57-30
충청북도 충주시 용산동,동일하이빌,122.823,"36,700",14,2008,염밭로 22
경기도 용인시 처인구 이동읍 천리,샘골마을풍성신미주1단지,84.8832,"30,000",15,2005,백옥대로621번길 11
전라남도 나주시 성북동,성북주공,46.68,"6,900",4,1989,대호길 10
충청북도 보은군 보은읍 교사리,그린,64.72,"6,500",1,1990,향교길 12
경기도 이천시 마장면 오천리,이천마장호반베르디움1차,82.9343,"36,800",6,2019,중앙로 36
경기도 평택시 이충동,미주3(이충),84.97,"17,000",1,1996,이충로 60
충청북도 보은군 보은읍 교사리,그린,64.72,"6,500",1,1990,향교길 12
충청북도 옥천군 옥천읍 문정리,옥천문정주공(3)단지아파트,49.85,"11,300",13,1999,문장로2길 10
충청남도 홍성군 홍성읍 남장리,주공아파트1차,46.2,"7,500",6,2001,문화로72번길 92
경기도 양주시 덕정동,주공1(은동마을),84.34,"26,000",17,2001,화합로1426번길 39
충청북도 영동군 용산면 구촌리,영동부자마을아파트,84.84,"20,500",7,2022,용산로9길 5
충청북도 증평군 증평읍 창동리,파라디아1차,84.982,"24,450",7,2007,충청대로 1746
경상북도 경산시 진량읍 봉회리,경산1차삼주봉황타운,59.26,"6,000",7,1996,봉황길 31
경기도 시흥시 배곧동,한라비발디캠퍼스,71.874,"44,000",2,2017,배곧1로 27-15
경기도 화성시 봉담읍 수영리,수정마을동남메리트,84.8906,"33,800",9,2002,삼천병마로 1321-10
경상남도 창원시 마산합포구 교방동,창원롯데캐슬프리미어,84.9485,"41,900",5,2020,노산서18길 80
충청남도 천안시 동남구 안서동,안서금호어울림,129.908,"31,500",4,2009,문암1길 68
충청남도 천안시 동남구 목천읍 신계리,목천이수프라임,39.68,"6,000",11,2000,충절로 892
충청북도 청주시 서원구 산남동,대원칸타빌1차,84.9992,"30,250",12,2007,두꺼비로 63
충청북도 충주시 봉방동,더휴인4차,59.875,"16,000",5,2016,국원대로 32
경기도 이천시 마장면 오천리,이천마장호반베르디움1차,82.9343,"35,000",5,2019,중앙로 36
충청북도 청주시 흥덕구 복대동,아름다운나날2차,79.3718,"23,000",6,2004,증안로 100
경상북도 구미시 고아읍 문성리,문성파크자이,84.9522,"29,000",3,2017,문성로 20
경상북도 구미시 고아읍 문성리,문성레이크자이,74.9925,"38,500",23,2021,가들로 33
경기도 고양시 덕양구 도내동,도래울센트럴파크(CentralPark),59.98,"55,200",4,2013,도래울3로 33
충청북도 청주시 흥덕구 복대동,청주지웰시티푸르지오,84.679,"59,500",7,2019,대농로 45
경상북도 경산시 진량읍 황제리,창신황제타운,59.91,"5,700",11,1996,황제1길 86-31
경기도 김포시 북변동,풍년마을(신안),84.74,"32,700",12,1999,김포대로926번길 15
경기도 안성시 숭인동,안성우정에쉐르,118.889,"30,000",8,2006,혜산로 37-16
경상남도 진주시 하대동,삼전,81.38,"12,300",2,1988,남강로 1467
경상북도 구미시 고아읍 문성리,문성레이크자이,74.9925,"33,000",2,2021,가들로 33
경기도 안산시 상록구 월피동,스타캐슬,83.625,"32,500",8,2016,시낭로2길 5
충청북도 청주시 흥덕구 복대동,하복대삼일,84.9,"21,900",4,1998,증안로 108
충청북도 청주시 흥덕구 가경동,2단지주공,49.8,"11,000",10,2002,가경로 26
전라남도 순천시 해룡면 신대리,중흥에스-클래스5단지,59.996,"22,300",19,2014,신대로 97
전라남도 순천시 해룡면 신대리,중흥에스-클래스5단지,59.996,"23,100",8,2014,신대로 97
전라남도 순천시 해룡면 신대리,중흥에스-클래스1단지,84.9951,"32,500",18,2012,좌야로 101
충청북도 청주시 흥덕구 가경동,2단지주공,59.92,"20,000",17,2002,가경로 26
경상남도 창원시 마산회원구 합성동,무학,49.56,"9,100",3,1987,금강로 35
충청남도 청양군 청양읍 읍내리,세아,59.67,"10,000",2,1997,중앙로 80-1
경기도 안성시 석정동,ELYSIA,20.06,"9,200",12,2019,중앙로 360
충청북도 청주시 청원구 내덕동,우성,65.73,"11,400",1,1985,향군로141번길 21
충청북도 증평군 증평읍 장동리,증평삼일,59.9,"7,400",4,1992,장뜰로 110
충청북도 증평군 증평읍 장동리,대성베르힐리오파크,74.9688,"21,900",6,2015,북부두름길 80
충청북도 충주시 풍동,달빛마을,36.22,"3,700",3,2001,하풍1길 7
충청남도 천안시 서북구 쌍용동,일성3차(능수),84.82,"18,000",3,1994,쌍용17길 25
경상북도 의성군 의성읍 상리리,태평스카이,40.2,"6,500",11,1991,동서1길 82
경상남도 진주시 초전동,진주초전푸르지오1단지,134.68,"46,000",16,2009,초장로14번길 27
경기도 화성시 반정동,반정아이파크캐슬5단지,75.93,"69,900",14,2022,동탄지성로469번길 60
경상북도 영덕군 영덕읍 덕곡리,아원리버뷰,84.951,"30,000",8,2024,덕곡길 81
충청남도 서천군 장항읍 창선2리,THE에이치,84.94,"13,500",3,2020,장항로171번길 96
경상북도 구미시 고아읍 문성리,문성레이크자이,74.9925,"38,500",23,2021,가들로 33
경기도 고양시 일산서구 주엽동,강선마을17단지동성,47.5,"34,000",5,1994,호수로 710
충청북도 증평군 증평읍 증천리,한성,45.01,"3,600",4,1988,삼일로8길 33
경기도 화성시 새솔동,송산신도시대방노블랜드리버스위트2차,84.9692,"55,500",17,2019,수노을1로 107
경상북도 구미시 고아읍 문성리,문성레이크자이,74.9925,"38,500",23,2021,가들로 33
경기도 용인시 기흥구 영덕동,흥덕마을경남아너스빌(13블럭),158.649,"65,500",17,2009,흥덕4로30번길 11
충청북도 진천군 진천읍 신정리,진천양우내안애해오르미,58.32,"12,300",14,2016,농다리로 1431
경상북도 성주군 성주읍 성산리,청일가야,59.9025,"8,300",1,1992,성주읍1길 20
경기도 광주시 곤지암읍 삼리,현진에버빌,84.966,"31,000",7,2003,평촌길 17
경기도 용인시 기흥구 영덕동,호반써밋레이크파크,84.9588,"81,700",8,2009,흥덕1로79번길 37
충청남도 서산시 예천동,센텀파크뷰서희,66.0144,"27,950",19,2021,고운로 17
경상북도 칠곡군 왜관읍 왜관리,대동다숲2단지,84.9441,"23,000",13,2007,평장3길 47
경상북도 칠곡군 왜관읍 왜관리,협성휴포레칠곡왜관,72.9357,"27,000",5,2017,평장길 20
경상남도 창원시 마산합포구 교원동,무학자이,84.9877,"36,500",4,2011,노산서18길 19
경기도 시흥시 조남동,목감퍼스트리움,59.8,"52,000",10,2015,목감둘레로 229-10
충청남도 서산시 예천동,e편한세상서산예천,84.9869,"37,000",3,2017,동서1로 230
전라남도 순천시 조례동,석호가람휘,59.9028,"11,200",16,2003,송정길 43
전라남도 순천시 조례동,석호가람휘,59.9028,"12,000",10,2003,송정길 43
전라남도 순천시 조례동,골드클래스시그니처,84.8888,"43,600",9,2021,태봉길 31
전라남도 순천시 조례동,대주파크빌3차,76.5065,"18,600",5,2005,조례연동길 5
전라남도 순천시 조례동,대주파크빌3차,76.5065,"18,600",5,2005,조례연동길 5
전라남도 순천시 조례동,주공7,49.62,"9,350",8,1996,봉화2길 116
경상남도 김해시 한림면 장방리,청원한마을,49.92,"4,250",9,1998,한림로342번길 24
경상북도 포항시 북구 두호동,두호SK뷰푸르지오1단지,74.99,"37,500",22,2020,두호로 66
경기도 광주시 초월읍 도평리,도평리2차우림퓨전빌,84.573,"24,000",5,2002,현산로 119
충청남도 천안시 동남구 목천읍 응원리,세광엔리치빌1차,84.1819,"12,400",5,2001,충절로 687
충청북도 진천군 진천읍 장관리,우주동백2,59.34,"7,500",6,1996,장관2길 153
충청북도 진천군 진천읍 장관리,우주동백2,59.34,"7,900",11,1996,장관2길 153
충청남도 부여군 부여읍 쌍북리,왕궁,59.41,"11,800",5,2000,성왕로352번길 11
경기도 고양시 일산서구 일산동,후곡마을(동성),59.4,"27,000",8,1994,킨텍스로 410
충청남도 천안시 서북구 쌍용동,주공7단지3차,59.85,"10,700",14,1995,쌍용11길 58
충청북도 진천군 이월면 송림리,중앙,48.66,"4,100",1,1993,진안로 34
충청북도 진천군 광혜원면 광혜원리,광혜원코아루,84.9196,"22,000",13,2010,구암길 11
충청남도 서산시 예천동,서산예천푸르지오,84.716,"32,500",6,2013,호수공원11로 11
경상북도 포항시 북구 두호동,청우대림2,84.97,"10,700",7,1990,용두산길 62
충청남도 금산군 금산읍 중도리,미림,59.43,"2,800",4,1990,만자동2길 15-8
전라남도 순천시 덕월동,신보가동나동,70.5,"6,900",7,1989,덕월3길 35
충청남도 당진시 송산면 유곡리,송산중명,59.34,"6,700",6,1997,송산로 809
경기도 부천시 원미구 중동,복사골(건영),84.23,"47,500",1,1993,중동로 166
충청북도 진천군 광혜원면 광혜원리,진천광혜원양우내안애,58.1475,"12,300",16,2015,장기길 70
전라남도 순천시 남정동,현대,70.72,"8,300",3,1991,남정5길 33
경기도 용인시 기흥구 언남동,장미마을삼성래미안2,59.85,"58,500",3,2003,구성로 90
경기도 부천시 원미구 중동,부천중동스타팰리움,69.6389,"52,000",13,2017,부흥로 339
경기도 용인시 기흥구 언남동,장미마을삼성래미안2,59.85,"58,500",3,2003,구성로 90
충청남도 당진시 송산면 유곡리,송산중명,59.34,"6,700",6,1997,송산로 809
충청남도 당진시 송산면 금암리,당진대상,84.84,"12,300",10,1999,송산로 164
경기도 용인시 기흥구 언남동,하마비마을동일하이빌1,84.989,"52,700",8,2001,구성로 105-15
충청남도 당진시 신평면 거산리,신평신성미소지움,84.975,"15,650",6,2008,거산3거리길 74-32
경기도 수원시 영통구 매탄동,주공그린빌1,84.45,"52,000",16,2002,매탄로126번길 22
부산광역시 사하구 하단동,하단청구,59.805,"18,800",4,1999,낙동대로520번길 14
광주광역시 북구 일곡동,동아1,134.97,"40,500",16,1999,우치로537번길 10
대구광역시 달서구 월성동,월성보성1,84.99,"20,500",8,1991,학산로 30
부산광역시 남구 문현동,대연양우내안애퍼스트,59.9015,"51,800",25,2022,수영로 117
부산광역시 남구 문현동,대성문문현3차퀸즈W,48.7994,"16,250",10,2014,전포대로40번길 9
경기도 수원시 권선구 고색동,대원레스피아,84.93,"33,700",2,1998,고산로6번길 45
서울특별시 성동구 하왕십리동,극동미라주,114.63,"113,500",5,2001,난계로 73
경기도 의정부시 신곡동,신일1,59.878,"22,700",20,1997,시민로245번길 10
광주광역시 서구 화정동,더샵염주센트럴파크,59.9828,"45,800",29,2022,월드컵4강로 27
서울특별시 강서구 내발산동,마곡수명산파크6단지,84.82,"89,000",11,2007,수명로2길 63
서울특별시 관악구 봉천동,보라매롯데캐슬,170.11,"150,000",28,1997,보라매로3길 31
서울특별시 관악구 봉천동,봉천동아,84.87,"95,000",14,2000,관악로 285
서울특별시 강서구 염창동,우성2,84.7,"87,000",4,1992,양천로67길 54
인천광역시 부평구 삼산동,삼산타운2단지,84.98,"47,000",1,2005,수변로 333
서울특별시 영등포구 신길동,보라매에스케이뷰,84.98,"166,000",9,2020,여의대방로35가길 19
서울특별시 영등포구 신길동,한성,84.98,"72,000",6,1997,가마산로 575
대전광역시 서구 만년동,상록수,59.88,"26,000",8,1995,만년남로 8
대전광역시 서구 만년동,초원,59.89,"34,200",13,1995,만년로 45
대전광역시 서구 만년동,초원,59.89,"34,200",13,1995,만년로 45
인천광역시 남동구 서창동,서창센트럴푸르지오,74.98,"47,000",12,2018,서창남순환로 55
경기도 수원시 권선구 오목천동,오목천역 서희스타힐스 아파트,84.7253,"50,800",10,2016,온정로9번길 36
광주광역시 서구 화정동,모아타워,131.52,"38,000",7,1993,염화로57번길 4
대구광역시 달서구 성당동,성남,41.72,"12,000",1,1978,장기로 116
서울특별시 강서구 가양동,가양6단지,49.5,"79,500",15,1992,허준로 175
서울특별시 동작구 흑석동,우리유앤미,83.5859,"120,000",15,2003,서달로 83
부산광역시 사하구 감천동,동일,39.03,"8,000",4,1987,감천로 53
인천광역시 계양구 계산동,주공,49.94,"26,000",4,1990,경명대로1142번길 3
대전광역시 유성구 원내동,신우한아름,60,"19,000",15,1998,진잠로42번길 30
대전광역시 유성구 관평동,한화꿈에그린3차,114.781,"73,000",4,2008,배울2로 61
부산광역시 사하구 감천동,감천현대,83.94,"23,300",14,1994,감천로 38
대구광역시 북구 구암동,그린빌2차,59.42,"15,700",1,2001,구암서로 70
서울특별시 마포구 공덕동,공덕2삼성래미안,114.87,"160,000",1,2004,마포대로20길 26
서울특별시 강동구 암사동,선사현대아파트,82.94,"164,000",22,2000,상암로 11
인천광역시 부평구 부개동,부개주공6,84.79,"47,000",14,1997,부개로 12
인천광역시 부평구 부개동,부평코오롱하늘채,72.9227,"62,500",17,2020,동수천로 117
경기도 수원시 권선구 구운동,삼환,73.62,"43,200",8,1991,수성로 47
경기도 안양시 동안구 비산동,힐스테이트비산파크뷰,59.9085,"64,500",21,2022,임곡로 70
부산광역시 영도구 동삼동,롯데캐슬블루오션,59.96,"28,100",16,2017,절영로 524
인천광역시 계양구 효성동,현대4,59.4,"23,200",1,1995,새벌로112번길 12
경기도 수원시 권선구 구운동,코오롱하늘채,59.94,"43,750",12,1999,일월천로16번길 39
부산광역시 남구 용호동,엘지메트로시티1,84.98,"56,500",13,2001,분포로 111
서울특별시 동작구 신대방동,우성1차,126.16,"140,000",10,1988,여의대방로 22
울산광역시 중구 우정동,우정I'PARK,110.5254,"64,200",4,2010,우정2길 45
인천광역시 서구 석남동,바롬채아파트,49.48,"25,600",9,2021,율도로15번길 4
부산광역시 북구 구포동,태평양그린,58.8,"7,500",12,1994,모분재로149번길 53
대전광역시 동구 판암동,삼정그린코아포레스트(1단지),72.4893,"35,000",20,2018,동부로10번길 55
인천광역시 서구 당하동,검단신도시모아미래도엘리트파크,84.6561,"55,900",10,2022,서로3로 50
부산광역시 북구 구포동,유림노르웨이숲,84.9149,"25,300",15,2005,낙동북로 737
울산광역시 북구 신천동,신천효성해링턴플레이스,59.5699,"27,700",24,2018,신천로 26
울산광역시 북구 신천동,협성노블리스,77.55,"20,000",4,2003,호계로 309-20
인천광역시 남동구 논현동,에코메트로7,84.992,"50,000",37,2010,에코중앙로 163
부산광역시 북구 화명동,수정강변타운,59.4,"27,900",14,2001,학사로17번길 31
대구광역시 달성군 구지면 응암리,대구국가산단반도유보라아이비파크,84.9598,"19,200",7,2017,과학마을로3길 14
부산광역시 북구 화명동,대림쌍용강변타운,59.89,"36,300",16,2004,화명신도시로 39
대구광역시 수성구 지산동,보성맨션,84.99,"22,100",8,1991,지범로22길 10
서울특별시 서대문구 북가좌동,DMC래미안e편한세상,84.92,"129,000",26,2012,수색로 100
서울특별시 서대문구 북가좌동,DMC래미안e편한세상,120.95,"157,000",33,2012,수색로 100
서울특별시 영등포구 영등포동7가,아크로타워스퀘어,84.69,"179,500",20,2017,국회대로54길 10
울산광역시 북구 중산동,디아채,84.9921,"19,900",9,2007,중산동로 37
울산광역시 북구 중산동,삼진아파트,59.79,"5,800",2,1999,이화1길 29-1
울산광역시 남구 야음동,롯데캐슬골드1단지,157.06,"67,500",10,2008,신선로 45
서울특별시 영등포구 영등포동1가,여의도이튼브라운,18.89,"29,500",5,2022,경인로114길 6
대구광역시 중구 삼덕동2가,동성로SK리더스뷰,84.97,"63,000",48,2024,공평로 36
대구광역시 중구 삼덕동3가,삼덕청아람,84.5739,"49,000",15,2013,달구벌대로447길 77
울산광역시 남구 야음동,번영로하늘채센트럴파크,59.912,"55,300",20,2022,번영로16번길 14
경기도 수원시 장안구 정자동,수원 SK SKY VIEW,59.929,"64,000",3,2013,이목로 24
서울특별시 구로구 구로동,대영빌라,45.72,"15,000",1,1996,도림로6길 33-1
경기도 의정부시 호원동,신일유토빌플러스,59.902,"44,500",3,2004,평화로202번길 20
대구광역시 수성구 수성동1가,신세계타운,250.91,"72,000",6,1989,신천동로 320
인천광역시 연수구 송도동,더샵송도마리나베이,84.9738,"64,000",1,2020,랜드마크로 160
인천광역시 연수구 송도동,송도더샵그린워크3차(17-1블럭),84.72,"76,000",17,2015,아트센터대로97번길 20
인천광역시 연수구 송도동,더샵그린스퀘어,115.7688,"97,000",16,2014,송도문화로28번길 81
인천광역시 연수구 송도동,송도더샵하버뷰(D13),101.132,"105,000",4,2011,아트센터대로97번길 75
울산광역시 중구 성안동,아이리스,84.17,"24,000",9,2015,함월15길 21
부산광역시 북구 만덕동,삼성,68.7,"18,000",15,1989,만덕2로 10
서울특별시 서대문구 홍은동,북한산더샵,59.865,"99,500",18,2017,통일로 510
인천광역시 연수구 송도동,아이파크송도,101.8545,"85,000",10,2005,해돋이로6번길 7
서울특별시 구로구 구로동,(791-4),44.1,"25,000",1,1995,디지털로27다길 45-6
경기도 수원시 권선구 금곡동,수원모아미래도센트럴타운2단지,84.8763,"65,000",2,2017,서수원로577번길 305
서울특별시 구로구 구로동,파인마루오피스텔,18.9,"14,000",16,2016,구로중앙로18길 17
서울특별시 동작구 사당동,사당롯데캐슬골든포레,84.9787,"147,000",15,2021,사당로 90
경기도 안양시 동안구 비산동,샛별마을한양4-1,42.615,"42,700",12,1993,달안로 61
서울특별시 성북구 길음동,롯데캐슬클라시아,59.8826,"123,000",23,2022,숭인로8길 80
서울특별시 강동구 천호동,우성,84.93,"95,500",11,1985,구천면로 366
인천광역시 부평구 산곡동,현대2차,72.54,"35,500",8,1989,안남로 91
울산광역시 북구 천곡동,원동현대,59.91,"10,000",4,1994,고래로 2
인천광역시 부평구 산곡동,현대2차,72.54,"35,500",8,1989,안남로 91
대구광역시 동구 신암동,동대구역화성파크드림,84.9482,"60,000",1,2023,동대구로 590
광주광역시 동구 산수동,라도스하임,84.9178,"25,000",3,2017,필문대로192번길 21
울산광역시 남구 신정동,대공원월드메르디앙,128.8128,"115,800",13,2008,대공원로 207
경기도 안양시 동안구 비산동,평촌자이아이파크,59.9675,"77,500",6,2021,비산로 22
서울특별시 금천구 시흥동,관악산벽산타운5,59.34,"46,000",20,2004,금하로 816
서울특별시 서대문구 북아현동,e편한세상신촌1단지,59.85,"163,000",6,2018,북아현로1가길 20
서울특별시 금천구 시흥동,성지,67.27,"56,000",9,1986,시흥대로51길 55
광주광역시 북구 용두동,이안광주첨단아파트,59.98,"28,000",14,2017,용두마을길 13
경기도 수원시 장안구 정자동,화서역 우방 센트럴파크,59.96,"43,700",4,1999,수성로245번길 21
울산광역시 남구 신정동,울산문수로두산위브더제니스,84.8502,"80,000",14,2022,문수로 487
울산광역시 중구 유곡동,울산유곡푸르지오,157.8429,"86,000",22,2010,평동3길 1
부산광역시 부산진구 부암동,협성피닉스타운,84.41,"16,700",1,1993,당감로 118
울산광역시 남구 신정동,울산문수로동문디이스트,84.366,"59,600",16,2022,돋질로 3
서울특별시 강서구 화곡동,우장산휴먼빌,84.76,"65,000",4,2005,우현로 18
서울특별시 용산구 한남동,한남아이파크애비뉴,46.2439,"95,000",10,2017,독서당로 46
광주광역시 북구 신용동,용두주공,59.99,"12,980",5,1998,임방울대로1041번길 15
서울특별시 성북구 하월곡동,샹그레빌아파트,79.248,"67,500",9,2004,회기로5길 100
부산광역시 동래구 온천동,삼익,60.69,"30,800",11,1978,금강로 28
서울특별시 강동구 암사동,힐스테이트 강동 리버뷰,84.9979,"141,000",19,2019,올림픽로91길 30
서울특별시 성동구 하왕십리동,왕십리자이,59.99,"140,800",19,2017,난계로 100
서울특별시 은평구 신사동,미성,63.53,"54,000",8,1987,증산로15길 35-10
서울특별시 은평구 신사동,미성,83.27,"65,000",11,1987,증산로15길 35-10
광주광역시 남구 주월동,양우내안애프레스티지,84.6929,"53,000",14,2021,대남대로223번길 10
인천광역시 부평구 산곡동,한화2단지,134.79,"52,000",18,1999,원적로 361
울산광역시 북구 명촌동,울산강변효성해링턴플레이스(81블럭),84.9083,"45,000",3,2018,명촌17길 23
울산광역시 북구 연암동,벽산늘푸른,59.485,"19,700",9,1994,상방로 160
인천광역시 부평구 삼산동,삼산주공미래타운4차,59.39,"27,750",7,2000,영성중로 57
서울특별시 강서구 마곡동,마곡엠밸리11단지,59.99,"86,000",12,2016,공항대로 124
경기도 수원시 권선구 호매실동,삼익2차,59.4,"25,500",12,1998,매실로 61
경기도 안양시 동안구 비산동,미륭,103.17,"46,000",5,1979,관악대로 164
울산광역시 동구 화정동,상아,54.42,"8,900",15,1990,양지5길 12-15
인천광역시 부평구 산곡동,뉴서울아파트,84.84,"24,900",14,1991,마장로264번길 36
부산광역시 남구 용호동,더블유,121.9186,"158,000",21,2018,분포로 145
광주광역시 광산구 쌍암동,힐스테이트리버파크,84.95,"67,400",11,2019,첨단강변로 100
울산광역시 동구 화정동,베스트빌리지Ⅵ,84.428,"24,700",15,2012,해수욕장1길 22
울산광역시 동구 전하동,전하동현대홈타운,84.84,"26,700",24,2002,봉수로 370
대구광역시 북구 학정동,학정청아람,59.9858,"20,500",9,2007,학정로110길 29
울산광역시 동구 전하동,전하아이파크,116.022,"51,800",21,2012,봉수로 270
부산광역시 사하구 장림동,장림윌더하임,70.838,"16,300",24,2005,장평로 119
부산광역시 사하구 장림동,동원로얄듀크,59.9942,"11,350",11,2005,하신중앙로 2
대구광역시 달성군 옥포읍 교항리,옥포대성베르힐6단지,84.9901,"27,500",13,2018,돌미로8길 19
인천광역시 부평구 산곡동,한신휴,84.979,"36,000",1,2003,마장로220번길 13
광주광역시 광산구 운남동,"운남주공1,2단지",58.14,"14,500",3,1997,목련로273번길 76
경기도 의정부시 민락동,송산 그랜드캐슬아파트,84.49,"30,000",11,2000,효자로 26
광주광역시 광산구 월계동,쌍용,84.99,"24,000",4,1996,첨단중앙로181번길 21
경기도 의정부시 신곡동,한국아파트,59.886,"28,000",10,1999,회룡로 245
서울특별시 광진구 광장동,현대5,59.67,"153,000",11,1989,아차산로70길 61
서울특별시 은평구 응암동,녹번역e편한세상캐슬,59.97,"112,500",16,2021,은평로 220
인천광역시 남동구 간석동,두진,76.68,"18,800",2,1994,호구포로899번길 8
인천광역시 연수구 연수동,태경,84.945,"25,000",5,1992,먼우금로 299
인천광역시 연수구 연수동,우성2,40.5,"21,000",21,1995,원인재로 180
경기도 의정부시 민락동,호반베르디움1차,84.9788,"54,300",17,2017,민락로 211
인천광역시 연수구 연수동,"승기마을,연수1차시영",26.82,"11,000",11,1992,원인재로 212
서울특별시 강동구 강일동,강동리버스트8단지,59.97,"90,000",5,2021,아리수로93나길 88
경기도 수원시 권선구 곡반정동,권선신일유토빌,59.9937,"35,000",9,2013,동수원로146번길 281-25
서울특별시 은평구 대조동,미래하임(6-19),24.41,"27,000",8,2014,통일로67길 8-10
경기도 수원시 권선구 곡반정동,수원하늘채더퍼스트1단지,74.92,"71,500",10,2022,망포로 13
서울특별시 은평구 구산동,갈현1단지e-편한세상,84.618,"69,000",19,2004,서오릉로21길 47
인천광역시 계양구 효성동,새사미,48.93,"12,000",2,1985,봉오대로 441
경기도 안양시 만안구 석수동,석수e-편한세상,84.87,"55,000",2,2002,경수대로 1193
대구광역시 서구 평리동,평리푸르지오,84.9203,"32,850",11,2011,국채보상로50길 20
대구광역시 서구 평리동,평리푸르지오,84.9203,"32,850",11,2011,국채보상로50길 20
울산광역시 울주군 온산읍 덕신리,온산동원아파트2차,73.098,"14,500",11,2003,영남7길 13
대구광역시 북구 산격동,산격대우,84.945,"25,000",2,1999,동북로 163
인천광역시 남동구 간석동,두진,76.68,"18,800",2,1994,호구포로899번길 8
인천광역시 미추홀구 용현동,명성에이스빌,59.85,"7,000",2,2003,인주대로197번길 7
인천광역시 연수구 선학동,한화포레나인천연수,84.9988,"59,250",11,2023,넘말로 81
인천광역시 부평구 갈산동,주공1단지,49.94,"22,000",9,1992,굴포로 81
대전광역시 대덕구 송촌동,선비마을3단지,59.82,"21,000",3,1999,동춘당로114번길 60
인천광역시 연수구 옥련동,원흥,59.86,"18,800",17,1994,독배로 52
부산광역시 부산진구 당감동,국제프라자,72.63,"12,700",8,1995,백양관문로 101
광주광역시 서구 동천동,호반베르디움,119.5762,"60,000",12,2008,하남대로680번길 10
광주광역시 서구 풍암동,우미광장,59.955,"14,500",1,2000,풍암순환로 183
대구광역시 북구 동천동,보성서한타운,59.9,"14,500",10,1995,팔거천동로 104
서울특별시 은평구 녹번동,힐스테이트녹번,59.938,"104,000",14,2019,통일로 610
